"","class_1_vs_2","class_1_vs_3","class_1_vs_4","class_1_vs_5","class_1_vs_6","class_1_vs_7","class_2_vs_1","class_2_vs_3","class_2_vs_4","class_2_vs_5","class_2_vs_6","class_2_vs_7","class_3_vs_1","class_3_vs_2","class_3_vs_4","class_3_vs_5","class_3_vs_6","class_3_vs_7","class_4_vs_1","class_4_vs_2","class_4_vs_3","class_4_vs_5","class_4_vs_6","class_4_vs_7","class_5_vs_1","class_5_vs_2","class_5_vs_3","class_5_vs_4","class_5_vs_6","class_5_vs_7","class_6_vs_1","class_6_vs_2","class_6_vs_3","class_6_vs_4","class_6_vs_5","class_6_vs_7","class_7_vs_1","class_7_vs_2","class_7_vs_3","class_7_vs_4","class_7_vs_5","class_7_vs_6"
"T361",0.751953125,0.999999998695827,0.999999989298202,0.999502201520464,0.999999999999453,0.999998212829351,0.28515625,0.999997807640487,0.97943058002566,0.99886057900585,0.999999999996303,0.999999932725377,1.36268924539826e-09,2.31833487147711e-06,0.0238773618461022,0.00300266406690879,0.999999999999086,0.649011013623776,1.0985688648642e-08,0.0207801887837167,0.976309737915173,0.468336522487513,0.999999991145782,0.999055384756627,0.000515158338448586,0.00120226389117306,0.997046300713415,0.534822137890153,0.999999999998096,0.976868711411953,5.72526107704231e-13,3.88280307778943e-12,9.40089332208745e-13,9.49597467714679e-09,1.97760794723384e-12,1.1444091796875e-05,1.82167867748071e-06,7.01723126881434e-08,0.352192096264002,0.000964327130962489,0.0245509520173073,0.999992370605469
"T363",0.6328125,0.00385159416353399,0.71046812194931,0.999999967378819,0.369116001389489,0.999999997449573,0.41015625,0.00472724662245128,0.0145127342301468,0.999999898998794,0.168397536138178,0.998717879351987,0.996229883866659,0.995435228249164,0.99441507753417,0.999999999997783,0.999999994709822,1,0.291115153867065,0.985645025727394,0.00563920493839327,0.999999999935214,0.802406704732079,0.999804076788751,3.43706744151344e-08,1.14108843263239e-07,2.302906186663e-12,6.82589632312898e-11,6.72488886440195e-13,4.76837158203125e-06,0.633238226133758,0.833359946301482,5.41483784449605e-09,0.201086835340877,0.999999999999353,0.955116271972656,2.6117622105939e-09,0.00131524014875838,4.49277082855087e-16,0.000200415373350827,0.9999960064888,0.0493698120117188
"T365",0.962890625,0.999999421138075,0.999999999991293,0.99999997620325,0.999999999999453,1,0.048828125,0.587107553810374,0.984638222148223,0.939188638447376,0.999999999996303,0.999999999972691,6.00246035038402e-07,0.417293195398383,0.99999904908517,0.999452031888973,1,1,8.98274898979964e-12,0.0155261256305029,9.66779337792904e-07,0.627694580526361,1,0.999999999132209,2.50858427008542e-08,0.0626065729411494,0.000558481318178433,0.375315168264172,0.999999999999962,0.999982386827469,5.72670059253345e-13,3.88223309850597e-12,6.05993312373632e-17,1.13686837721616e-13,3.94636273222417e-14,0.00116729736328125,2.05162125670607e-16,2.87634564547074e-11,2.94678459086271e-18,9.00433386588e-10,2.04667448997497e-05,0.999034881591797
"T367",0.1015625,2.6006487724857e-11,4.18312414913597e-15,1.52654635867594e-09,4.04474090919294e-12,3.32042215933658e-15,0.91796875,8.83041392170313e-08,1.09341935435935e-13,6.89502485329285e-07,7.66969480751734e-12,5.90971984248463e-11,0.999999999975218,0.999999917096298,1.29978833963076e-06,0.593686492432802,2.75198270216359e-10,4.80678433944463e-08,0.999999999999996,0.999999999999894,0.999998721293447,0.999991082917472,0.715060558277401,0.978661777469563,0.999999998558202,0.999999379149813,0.408404490018361,9.24162090286946e-06,3.56902278718719e-10,0.129403428154152,0.999999999996128,0.999999999992692,0.999999999731642,0.289022948455681,0.999999999655045,0.989593505859375,0.999999999999997,0.999999999943844,0.999999952771672,0.0216458944671573,0.875594374486422,0.0118370056152344
"T375",1,0.261324614959031,1.67423715754084e-09,6.4043230773859e-06,6.62723078056647e-08,4.55876637000161e-07,0.001953125,4.01607280764438e-09,7.71467073473618e-14,6.91215973347426e-11,2.09158876301937e-11,1.9980403477915e-11,0.741005954455704,0.999999996400049,1.40370350503585e-11,2.14087119779786e-08,8.08022975671362e-11,8.22048215884068e-13,0.999999998371319,0.999999999999925,0.999999999986278,0.981312524109261,0.946265211415152,0.999804076788751,0.999993864661463,0.999999999949068,0.999999979233491,0.0190536226251794,0.367155767264702,0.995555728673935,0.999999935948396,0.99999999998005,0.999999999921264,0.0550890353750901,0.634871280092296,0.988162994384766,0.999999553235254,0.999999999981037,0.999999999999197,0.000200415373350827,0.00480439513921738,0.0134239196777344
"T383",1,0.864109036208452,0.536175358295034,0.883979344565824,0.118258123969334,0.999991915999319,0.001953125,2.8421709430404e-14,4.10426475991178e-15,5.0931703299284e-11,2.5045083541612e-10,7.24908460168915e-09,0.137463714015816,1,0.257540846688946,0.714187456590282,0.99308829673499,0.999897632761103,0.465628809563459,0.999999999999996,0.743535459116285,0.949980497757207,0.968302206411749,0.999999999792202,0.117861793469536,0.99999999996362,0.28764677865264,0.0508445647133372,0.599822455159845,0.99769365042448,0.882974056382946,0.999999999760498,0.00698834389751525,0.0325905530937689,0.402303198182868,0.999034881591797,8.2299914995348e-06,0.99999999307128,0.000103668519366299,2.15900852975762e-10,0.00251167267560959,0.00116729736328125
"T385",0.951171875,5.08177862915722e-11,9.38423711941379e-14,1.35657568656881e-06,1.00170633385169e-11,5.80184848796296e-07,0.064453125,2.67808824483214e-09,2.97781154898572e-16,4.36187906128707e-08,3.88223309850597e-12,1.79955116297382e-11,0.999999999951541,0.999999997497387,2.42679722588772e-05,0.999995703623258,0.000101009894157165,0.153536883665607,0.999999999999909,1,0.999976076838846,0.999999975975009,0.642304304854406,0.999999999132209,0.99999870423844,0.999999959745253,4.40544748141274e-06,2.51234881784988e-08,5.90446532756202e-12,0.114535383880138,0.999999999990403,0.999999999996303,0.999900560117024,0.362171817266699,0.999999999994312,0.999980926513672,0.999999431308382,0.999999999982923,0.847218878667957,9.00433386588e-10,0.890083447098732,2.6702880859375e-05
"T387",0.849609375,0.00284292506999275,3.85048663129945e-14,1.86572314274293e-06,5.51986412332453e-10,5.05693101019838e-11,0.1796875,0.00154313042827425,2.24375010618717e-15,0.000114440204924904,7.87207823195347e-10,1.03270574491077e-09,0.997219063323877,0.998517248686852,5.11550263508805e-12,0.062347436966636,3.60281252205989e-14,1.11008085963168e-14,0.999999999999963,0.999999999999998,0.999999999995002,0.99999958041229,0.975479328097776,0.999988475094982,0.999998216859446,0.99989307942451,0.93831111466522,4.36977486149633e-07,6.98282576718109e-05,0.180391810834408,0.999999999469158,0.999999999246265,0.999999999999965,0.0252454979623735,0.99993167737921,0.979676327513251,0.999999999950738,0.999999999015353,0.999999999999989,1.18353322038545e-05,0.825836196541786,0.0225589355756405
"T391",0.951171875,2.47189801740519e-05,6.78013022281161e-12,1.07765940708163e-06,1.46990818519064e-11,3.76325714582937e-15,0.064453125,3.9976269761155e-06,4.67145011001808e-12,0.00043481492321007,3.19495698754255e-11,1.82115578160977e-09,0.999976030169924,0.99999626021156,3.22371956424599e-05,0.506447319572685,2.5386487049319e-14,1.99283603405018e-11,0.999999999993429,0.999999999995464,0.999968214090037,0.999989107432816,0.075184126121826,0.0438326646129462,0.999998971086998,0.999590415820421,0.495701682999128,1.12958204261349e-05,1.15958044416085e-07,0.0346134752035141,0.999999999985912,0.999999999969513,0.999999999999975,0.926532942862195,0.99999988733964,0.997200012207031,0.999999999999996,0.999999998262376,0.999999999980497,0.956731427023134,0.967259272933006,0.00328826904296875
"T393",0.3671875,0.999999999688245,0.779217380985218,0.328502921329499,0.912374895161839,1.03978571973141e-06,0.673828125,0.999999999957851,0.827910436879235,0.849951433876413,0.914394530469204,0.687142882892589,3.26268685586572e-10,4.94253526994726e-11,2.28776709571038e-15,3.23889385921149e-12,1.47769474677325e-13,1.23229575815431e-18,0.222132014002644,0.173171147995536,0.999999999999998,0.878585643354116,0.999996980941205,0.245910696999238,0.674979091398609,0.15345825066106,0.999999999996881,0.123024325503955,0.997250638187724,0.84371479600668,0.0886237199643862,0.0867346656996179,0.999999999999857,3.2491933552592e-06,0.00279621085136236,0.0261374860818147,0.99999898035741,0.315604603683628,1,0.756009966899483,0.162110105156898,0.976605239422749
"T395",0.97265625,0.568433203250526,0.999999937052478,0.999437572400871,0.999970083683113,0.999999999995736,0.037109375,0.00981806766887417,0.382866892546805,0.0153564340325829,0.268625795044754,0.999994905857957,0.434391771299425,0.990487893250474,0.999998589745238,0.999217061263217,0.999999999978287,1,6.45274800857139e-08,0.61880418162912,1.43341305772883e-06,0.443139662685381,0.331258467448151,0.997528838498936,0.000581287805452285,0.985220666254463,0.000798162068607688,0.55999595251392,0.858153883409917,0.999997712671757,3.07183912542954e-05,0.733681447899585,2.22993809259831e-11,0.673072939103122,0.143059389561557,0.994796752929688,4.38356177081464e-12,5.27953998469209e-06,1.0260502347508e-16,0.00251849344957004,2.76416540145874e-06,0.00601577758789063
"T411",0.125,0.999999999863762,3.40797258814643e-08,0.00228788892363877,4.94643301796212e-06,3.87452499281663e-14,0.8984375,1,0.00262515652334915,0.99886057900585,0.0175659883168036,7.89576432192011e-05,1.42710410425521e-10,2.8421709430404e-14,1.99153605660873e-18,1.17996569062565e-13,6.06034585968659e-17,2.96001326664531e-19,0.999999966771676,0.997408971223072,1,0.99999754380198,0.999515687727467,0.298560361051333,0.997778363358906,0.00120226389117306,0.999999999999887,2.55099735769196e-06,0.00013538418817629,0.000459969043731689,0.999995194578277,0.98273574732953,1,0.000508196659325223,0.999867421927186,0.00237274169921875,0.999999999999962,0.999923461044218,1,0.703556099826266,0.999586075544357,0.997997283935547
"T413",0.009765625,1.19439043296965e-09,9.06980670399185e-14,1.11617646776776e-07,6.51788841475538e-12,8.70434511656952e-15,0.994140625,0.00784232344014413,6.83960153718738e-12,0.015952266552631,4.87395513413879e-09,2.62366184731756e-07,0.999999998857071,0.992409887567788,5.8455643412103e-11,0.493552680427315,2.18981023615632e-12,3.6319963366832e-11,0.999999999999912,0.999999999993357,0.999999999942836,0.999999563065817,0.993756216685483,0.999997392621109,0.999999893855921,0.984643565967417,0.508596135045354,4.55015263536555e-07,7.00937101601606e-10,0.0612668395042419,0.999999999993758,0.999999995323661,0.999999999997871,0.00647268271404755,0.999999999322143,0.999961853027344,0.999999999999992,0.999999748000067,0.999999999964446,2.68257418386149e-06,0.941657364368439,5.340576171875e-05
"T415",0.998046875,0.999999809508711,0.999999999999541,0.999999991405179,0.999999999996869,1,0.00390625,0.0701647187648007,0.997234234725197,0.905325413243243,0.999999979053007,0.999999999981037,1.9782418977222e-07,0.931359061692802,0.999999072429134,0.999999598646417,0.999999999999998,1,4.74148538273392e-13,0.00280196313585208,9.4306114354841e-07,0.279618532833038,0.999999977925995,0.99999999995075,9.07512660476978e-09,0.0972432588869044,4.12579770166863e-07,0.723048032953517,0.999999971875631,0.999999992549419,3.27400278399224e-12,2.17935911809283e-08,2.07180393598673e-15,2.45307774093817e-08,2.89859383240507e-08,0.999477386474609,6.06034585968659e-17,1.9980403477915e-11,2.9597105116883e-19,5.12370496883317e-11,1.49011611938476e-08,0.000644683837890625
"T421",0.99609375,0.958915003285773,0.726269320485324,0.949045660994984,0.999916262086634,0.999999999999992,0.005859375,0.00265031781657399,2.40800553518295e-09,0.000235233139392221,0.0138511383089025,0.999979647787663,0.0417215183626643,0.997447337545594,0.218836758979521,0.988499365121253,0.999999999983382,1,0.275244201607453,0.999999997652549,0.782147372536972,0.997542890967536,0.999968245769423,0.999999999999682,0.051943297823484,0.999779241949,0.0116638011389162,0.00251849612790477,0.991742253065279,0.999999947845936,8.58554277907997e-05,0.986394864151859,1.70694265146327e-11,3.37591897050516e-05,0.0083799564838048,0.999996185302734,8.38954781371393e-15,2.10445446365433e-05,4.12157424190142e-17,3.31895974124737e-13,7.45058059692382e-08,7.62939453125e-06
"T423",0.455078125,0.999999999984743,0.999999999974772,0.999993023576551,0.999999999999314,0.999999897503269,0.58984375,0.999999990410345,0.999999985732257,0.999814829060225,0.999999999996303,0.999999999949304,1.60191008314507e-11,1.0259039927274e-08,0.633257936509756,0.000320103687039118,0.999999999418562,0.992341238763727,2.60089944647945e-11,1.46362662395208e-08,0.367999513682981,0.00191365016522266,0.999999999965098,0.981386069032738,7.28044194500043e-06,0.000196100237617289,0.999686295098608,0.998134192368423,0.999999999999952,0.999987065792084,7.17708744121004e-13,3.88280307778943e-12,5.95976584905771e-10,4.21778167947196e-11,5.0429302927899e-14,0.000125885009765625,1.04699819881428e-07,5.33577654745472e-11,0.00772645951385656,0.0189003311472653,1.51172280311584e-05,0.999904632568359
"T425",0.248046875,0.999777941491216,2.09089223797789e-06,0.000971850594956349,1.9979491923697e-07,2.89376254103355e-12,0.787109375,0.999999959941618,0.000486198519766195,0.317976749469381,0.000104093523480802,4.19264353421121e-05,0.000228136885401071,4.39129621554458e-08,1.90016994347643e-17,2.13437895701424e-12,7.25027092999528e-16,4.6847322922012e-19,0.999997955039168,0.999521205543628,1,0.999968910468954,0.97325216796537,0.954680999219863,0.999059342646747,0.687131068167218,0.999999999997945,3.21511297926332e-05,0.146851424436872,0.162110105156898,0.999999806658842,0.999898751223559,0.999999999999999,0.0275259340330649,0.854408674564364,0.975860595703125,0.999999999997186,0.999959404173531,1,0.0458918456557784,0.84371479600668,0.0269279479980469
"T427",1,0.93698312238851,6.71196148145651e-05,4.94442513383016e-06,2.89429213475721e-08,1.29402455366072e-07,0.001953125,1.1134489682263e-05,3.14037485148583e-15,4.98403096571565e-10,6.63397224209212e-12,4.1343431133722e-10,0.0639108267290669,0.999989532516082,3.15837388983313e-10,2.81243693452559e-08,2.37471342721976e-09,2.75136730976044e-11,0.99993412692867,0.999999999999997,0.999999999690775,0.705496008649668,0.624290843882136,0.999974143463962,0.999995265638895,0.999999999599822,0.99999997271236,0.297249095208712,0.633391171639641,0.999866560101509,0.999999972052341,0.99999999999368,0.999999997681196,0.380256045113129,0.368680194339756,0.999904632568359,0.999999873301193,0.999999999606244,0.99999999997307,2.6524883955391e-05,0.000150449573993683,0.000125885009765625
"T431",0.673828125,0.99999999997271,0.937275454888492,0.190401105161909,0.260994903245396,8.36053684113013e-05,0.3671875,0.999998824209096,0.237874107519879,0.95726892373487,0.435946407624353,0.724466093322992,2.86356482927904e-11,1.24514740491591e-06,1.97581856001377e-13,3.11383450748577e-10,2.29294760490711e-13,7.55479549592471e-16,0.0632864227649359,0.763433265131045,0.999999999999807,0.874117966347815,0.986981254646334,0.451524908410358,0.812135356039023,0.0441205033502711,0.999999999699074,0.127577359886912,0.97628850396345,0.485862851142883,0.741031212374427,0.566812893079292,0.999999999999777,0.0134437053970932,0.0240142833053774,0.261306762695313,0.999917752760117,0.278125729308994,0.999999999999999,0.550947766173548,0.523553416132927,0.752460479736328
"T433",0.41015625,0.993656260965578,0.964793409077407,0.626798007155099,0.959860114803454,0.999993941305441,0.6328125,0.938996835015042,0.252248905486809,0.979313561118033,0.413970420767929,0.999988577299993,0.00647319904245584,0.0623772688662834,0.373043179409719,0.377345599062293,0.999789452527098,0.999939122545888,0.0355605561839446,0.749123958901014,0.628219861648877,0.835780876156045,0.982920661940057,0.999999985592384,0.376756288923514,0.0214489275786036,0.624699470927427,0.166192973488761,0.880961469285794,0.998376406729221,0.0406826688757853,0.588759201378113,0.000213716499065499,0.0176170758339822,0.120113506847934,0.999904632568359,6.16959233972866e-06,1.18227920941682e-05,6.16755407728478e-05,1.49084872198324e-08,0.00177519768476486,0.000125885009765625
"T435",0.001953125,0.999999996312063,0.000339041883488395,0.000526393092842041,8.1672609473262e-05,3.43485117638325e-14,1,1,0.80484281341429,0.999999972413207,0.434566159635085,0.0966781050244977,3.84875954358282e-09,2.8421709430404e-14,3.76157806377978e-16,6.60219588903405e-12,7.90285288102002e-17,3.51715294980256e-19,0.999666541954413,0.196347167318706,1,0.987978427286735,0.979477967620824,0.00512354688110342,0.999490811825494,3.16285877488554e-08,0.999999999993639,0.0122723571619133,0.00732505383364329,0.000692479312419891,0.999920347630571,0.568191539125724,1,0.0211482149753692,0.99278570781909,0.000965118408203125,0.999999999999967,0.904640792762863,1,0.994968026006575,0.999373681843281,0.999210357666016
"T443",0.41015625,0.999999985310926,0.212785467108849,0.0908205636800013,0.0121637967483137,0.000263024706480883,0.6328125,0.999999999858517,0.0386120527495391,0.99843497020629,0.504195455785583,0.841045216689219,1.53042468264344e-08,1.63083768711658e-10,1.89895809403605e-15,1.00352914398759e-07,7.93433955173058e-15,6.97826211015273e-18,0.788530756058443,0.961741013806504,0.999999999999998,0.99693827669585,0.997853250068765,0.881467247534587,0.91070231681535,0.00164824554667575,0.999999902514694,0.0031365727274054,0.624699689604655,0.420391567051411,0.988032233173223,0.498601491823749,0.999999999999992,0.00222981010435627,0.377345383726169,0.982883453369141,0.999740821875997,0.160837774700124,1,0.119748883516799,0.58883086591959,0.0192451477050781
"T445",0.064453125,0.999999999988623,0.580055699822863,0.0440058702076846,0.237230087639448,1.53651031585949e-10,0.951171875,0.999999997497387,0.993473069251019,0.99989307942451,0.995893365986044,0.889390094072619,1.19486311344482e-11,2.67808824483214e-09,1.23790916490423e-15,8.48972126807094e-13,3.34336010341289e-16,2.96001326664531e-19,0.421719768119937,0.00660487082067069,0.999999999999999,0.994801521746819,0.999986963762467,0.0302323887928808,0.956859815012147,0.000114440204924904,0.999999999999183,0.00531863332366431,0.984624561966994,0.0276015475392342,0.76469521219768,0.00419246614904135,1,1.39216789420971e-05,0.0155850505442195,0.0541915893554688,0.999999999850221,0.112078455675599,1,0.970174749533292,0.973959714174271,0.950630187988281
"T451",1,0.999896335821829,0.999999999999999,0.999660474310901,0.999999910089336,0.999996877932942,0.001953125,0.0717138463909919,0.999999999999993,0.731443362066784,0.985899274903024,0.999994124818804,0.000106644745666612,0.929835281235199,1,0.998767587733224,0.999757488336155,0.999999812605071,1.27465802468893e-15,7.71514331594931e-15,1.44110789046092e-18,3.09851754134852e-11,1.13686837721616e-13,4.31305787362169e-13,0.000351345704914136,0.273324263296672,0.00125456031328118,0.999999999970619,0.999986130107112,0.99769365042448,9.29927181695246e-08,0.0143544244747413,0.00024612723778799,1,1.42030253867198e-05,0.533859252929688,3.1809354499732e-06,6.08760357452391e-06,1.90574897528207e-07,0.999999999999587,0.00251167267560959,0.483058929443359
"T455",0.8203125,0.231888062664624,0.816331317921449,0.998962895766975,0.999719253561588,1,0.212890625,0.00047145184359465,9.99177320826447e-08,0.150048566123587,0.0868915185228475,0.999999999734041,0.770297177527351,0.999549322726807,0.826741663132914,0.999999999531862,0.999999999999834,1,0.184899705543046,0.999999902332429,0.174114727525973,0.999993068781967,0.99999892553175,0.999999999999745,0.00107121657051965,0.853311424285494,4.84228385107902e-10,7.18652378775203e-06,0.912702051763011,0.999999895691872,0.000287462733482018,0.914212302996361,1.71156474696834e-13,1.14276129673326e-06,0.0881562767957809,1,1.80005598346935e-16,2.79381847279824e-10,2.96001326664531e-19,2.66540413288799e-13,1.41561031341553e-07,3.814697265625e-06
"T461",0.98046875,0.999999985310926,0.999999998541708,0.999999963801001,0.999999999999373,1,0.02734375,0.950155490617561,0.94816900952125,0.979313561118033,0.999999999309022,0.999999999978948,1.53042468264344e-08,0.0510371154133225,0.980992033961561,0.999982436612225,1,1,1.49920353357361e-09,0.0522817284158018,0.0191632961844869,0.9116027343413,0.999999999999886,0.999999999995121,3.81339073667912e-08,0.0214489275786036,1.79802422221322e-05,0.0896772037924216,0.999999999996881,1,6.55863012035203e-13,7.21733511862597e-10,7.64533599078161e-17,2.27373675443232e-13,3.23889385921149e-12,0.989593505859375,6.05952041428991e-17,2.21790166118277e-11,2.95986188548806e-19,5.08623088736431e-12,7.45058059692382e-09,0.0118370056152344
"T463",0.001953125,6.0819945755204e-05,1.27476239921308e-15,1.08222457329652e-09,1.2856114711555e-12,1.38465511844249e-16,1,0.991898288023407,2.08296756686774e-15,0.00398062222302542,1.59828138878268e-10,6.39547966748091e-10,0.999940936306638,0.00836844103167778,1.01105120966662e-18,1.12266168091588e-08,5.09028889421238e-16,4.96086270011531e-19,0.999999999999999,0.999999999999998,1,0.999999999911457,0.999601428386541,0.999999998382149,0.999999998978383,0.996200403256807,0.999999989116604,9.32548375887305e-11,1.11684019211193e-09,0.0309494137763977,0.99999999999877,0.999999999847232,1,0.000418611553982374,0.999999998919506,0.984817504882812,1,0.999999999390571,1,1.67771209945928e-09,0.970762878656387,0.0171165466308594
"T465",0.08203125,0.999999999994305,0.999944665373541,0.77474470938287,0.999569784887617,4.52327034840168e-06,0.935546875,1,0.999975566188589,0.999998295057594,0.999999990983859,0.999377922285303,5.9854605134989e-12,2.8421709430404e-14,2.05020118444666e-13,9.64858525977992e-14,3.53978919754187e-14,4.42446452550222e-19,5.63732259741974e-05,2.48806384722318e-05,0.9999999999998,0.101117296935191,0.999999188967649,0.0795009317223573,0.228078247482006,1.87779005500488e-06,0.999999999999907,0.900281315741988,0.999999962018023,0.59800598025322,0.000439974391462213,9.38995930322404e-09,0.999999999999966,8.79415210874869e-07,3.91344931202822e-08,2.6702880859375e-05,0.999995559170272,0.000639129229950676,1,0.921399296730019,0.41116913408041,0.999980926513672
"T467",1,0.898198149019939,0.543384225186421,0.99997942194724,0.605883715518417,0.999999999999995,0.001953125,0.000905880732688047,2.21462596235699e-08,0.0103562230324314,0.000764808717271737,0.973540847940921,0.103084773988401,0.999131579958515,0.49067865512588,0.999822689565493,0.99999924849335,0.999999999999999,0.458416747249659,0.999999978395011,0.51065266882228,0.996112004597562,0.978851785024631,0.999999999995869,2.14279071470835e-05,0.990057280036126,0.000180993798841072,0.00398073459512376,0.0399857313410198,0.999994322657585,0.396522045777764,0.99925343670852,7.66532244467675e-07,0.0217901177775275,0.960476188395224,0.999980926513672,5.6432324350489e-15,0.0269372260705059,9.78244983953213e-16,4.30662820546644e-12,6.73532485961914e-06,2.6702880859375e-05
"T471",0.91796875,0.445835676332928,0.991480002611111,0.999999999357734,0.985717901652748,1,0.1015625,0.000493088070129488,0.100965939091708,0.999993826007994,0.301943340905862,0.999999999328884,0.557072584029166,0.999528548156405,0.999741421825681,0.999999999999831,0.999999999995106,1,0.00862574626458466,0.899780048591464,0.000261811978613228,0.999999973726231,0.874177911019501,0.999999999883388,6.80834877546957e-10,6.73449176247232e-06,1.76096806042462e-13,2.74717079297034e-08,1.11684019211193e-09,0.786489583551884,0.0145104431555214,0.700497003240334,5.0307757853116e-12,0.128344363373117,0.999999998919506,1,7.15390093716605e-17,7.04201820437365e-10,3.04627457656898e-19,1.21222905630308e-10,0.220521792769432,3.814697265625e-06
"T473",0.001953125,0.04640384688237,0.000333452695487623,0.272726187287411,1.11030803354382e-08,1.34023971496751e-11,1,0.999999924717542,0.991911600179555,0.999999885891157,0.14225709260344,0.429332428846964,0.954289805382211,8.21977721443547e-08,0.000169106862030436,0.673585296184418,6.10846419011085e-10,2.15305383360399e-13,0.999672045464043,0.00818419656585923,0.999833074430081,0.998629320097042,0.000889954793933613,2.72095795227455e-05,0.730379807248099,1.28758983919397e-07,0.328359441377677,0.0014068147204977,4.65607704360103e-09,2.76416540145874e-06,0.999999989289699,0.859352848606263,0.999999999404046,0.999149623011931,0.999999995489839,0.20855712890625,0.999999999986954,0.573705609502911,0.99999999999979,0.999973475116045,0.999997712671757,0.803630828857422
"T477",0.849609375,0.999999996844943,0.99999999990948,0.999994947799137,0.999999999354915,0.999061204543097,0.1796875,0.999999266739593,0.999970470852061,0.999999898998794,0.999999994009714,0.999972556460671,3.2967611366794e-09,7.90307410625247e-07,0.661150286747093,0.39593515758959,0.99999750786749,0.63508774831382,9.32417321130353e-11,3.00637609578305e-05,0.340072115785741,0.436871943893991,0.917647496057157,0.128420909627147,5.27570233087074e-06,1.14108843263239e-07,0.606181456662248,0.566255973198578,0.99960888418612,0.186752967536449,6.70652236237693e-10,6.24163559390054e-09,2.53958228891771e-06,0.0842208179676618,0.000398968845020898,0.0269279479980469,0.000951448937059667,2.83624994305343e-05,0.36613172951699,0.872914210742429,0.819608189165592,0.975860595703125
"T481",0.673828125,0.999999999989688,0.999999999999896,0.999999999574027,0.999999999999453,0.999999999999987,0.3671875,0.999999415751176,0.999999999813857,0.999990524745954,0.999999999996303,0.999999999879968,1.08318460578836e-11,6.30464654705066e-07,0.999999386104532,0.980458649904618,1,1,1.07488148679211e-13,1.91356960174981e-10,6.24468954516919e-07,0.0645658640447026,0.999999999999886,0.852663562284188,4.51824350028355e-10,1.0304145689588e-05,0.0197985296465668,0.936430284999161,0.999999999999962,0.957033298909664,5.72670059253345e-13,3.88280307778943e-12,8.86613772792818e-17,2.27373675443232e-13,3.94636273222417e-14,3.814697265625e-06,1.38322817084187e-14,1.26208335958771e-10,5.11789990169172e-16,0.148748666437353,0.0452824234962463,1
"T483",0.3671875,0.999999042437587,0.996427715384613,0.999999964084428,0.999803672210627,0.999999999999999,0.673828125,0.961884320806149,0.650719481373821,0.997001944044314,0.75398546837931,0.99999999980231,9.92244397618513e-07,0.0390812033222687,0.134593018871243,0.998745439686719,0.999999998802982,1,0.00362118343010812,0.350848294999597,0.866128929159069,0.999195437525103,0.987583175570421,0.999999999903991,3.78946189266518e-08,0.00314532499760389,0.0012770719142678,0.000826744735537265,0.747938710762935,0.999998457729816,0.000201032366995126,0.24822877463873,1.22639511583947e-09,0.0128284326706307,0.253783769834939,0.999904632568359,5.97990418687757e-16,2.07740171453978e-10,8.05523065259913e-19,9.98229005699617e-11,1.88499689102173e-06,0.000125885009765625
"T487",0.544921875,0.999999998228637,0.819265147338547,0.763334613665021,0.496261978035857,5.63383526283106e-06,0.5,0.999999958950443,0.692003984088346,0.994528520768654,0.988444498176742,0.683018444218765,1.85018985203104e-09,4.37871709318494e-08,9.70699158507751e-15,9.21916962402899e-12,9.36617563463127e-16,3.07313310215892e-18,0.181931708380989,0.309486524411221,0.999999999999991,0.952391771953657,0.999887245792167,0.18331047937705,0.239566798510273,0.00571967139694607,0.999999999991115,0.0484014223148472,0.99881081405419,0.0927372127771377,0.506229874546154,0.0117691231531902,0.999999999999999,0.000118423968768779,0.00121062253587077,0.383014678955078,0.999994467848126,0.319744347644587,1,0.818272105234656,0.911239989101887,0.633136749267578
"T491",1,0.935185392906182,0.00095726006487566,0.0205050935533992,0.000350978559629849,5.12305944717793e-05,0.001953125,5.78381786908722e-11,5.91908215412197e-15,1.56433088704944e-10,3.85183594521642e-11,8.43312893072163e-11,0.0657282796858911,0.999999999950575,7.13593262593859e-06,0.000483961880002502,0.0261077465212733,5.64616858875133e-06,0.999057323062555,0.999999999999994,0.999992971680205,0.870387334675599,0.950173491800228,0.999924873818351,0.979954035795083,0.999999999879947,0.999525245458429,0.131297495064634,0.728657458929264,0.994810774922371,0.999656932508889,0.999999999963238,0.974131205882247,0.0511038200555731,0.273131146682336,0.950630187988281,0.999949597564802,0.999999999919833,0.999994436270431,7.69553974671407e-05,0.00560005754232407,0.0541915893554688
"T493",1,0.999602250613656,0.0118799451182982,0.819618724071299,6.51024986190923e-05,0.0116681904290175,0.001953125,0.124422778283524,3.30670415686337e-10,0.0142205168849614,2.87235582456625e-08,6.96946283963894e-05,0.000408200537011469,0.878037636110741,1.10192327318227e-09,0.401239823430426,0.00273085486540705,1.30942597836812e-05,0.988259909801204,0.999999999678073,0.999999998920442,0.985553091821088,0.937427700717493,0.999999999683989,0.182854685611206,0.986320459920535,0.60088436460096,0.0147407680969653,0.0457293374975207,0.992997132241726,0.999936529035595,0.999999972383004,0.997302231371995,0.064072487888439,0.954796097591502,0.999988555908203,0.988451918663162,0.999932455687336,0.999987092180343,3.28206840399355e-10,0.00753218680620193,1.9073486328125e-05
